step,req_id,mode,selected_models,executed_models,predicted_label,ground_truth_folder,is_correct,confidence,response_time_s,e2e_ms,selected_est_latency_s,success,stop_reason,qps_est,alpha,alpha_mode
34,REQ-00051,sequential,"['vit_b_16', 'resnet50', 'mobilenet_v3_small']",['vit_b_16'],tick,n01776313,1,0.9013366103172302,0.9767727851867676,892.8429577499628,2.1392435612119245,True,early_exit_first_pass=vit_b_16,1.8,0.8288888888888889,adaptive
35,REQ-00048,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",axolotl,n01632777,1,1.0,42.17082500457764,42151.80854173377,2.475097614154225,True,mode_s_executed,1.2,0.8822222222222222,adaptive
35,REQ-00031,power_of_two_choices,"['vit_b_16', 'resnet34', 'resnet18']","['vit_b_16', 'resnet34']",drake,n01847000,1,1.0,50.8644757270813,50844.79962475598,2.835139221663562,True,"early_exit_aggregate_pass_after_first_batch=['vit_b_16', 'resnet34']",1.8,0.8288888888888889,adaptive
35,REQ-00052,sequential,"['vit_b_16', 'resnet50', 'mobilenet_v3_small']",['vit_b_16'],rock_crab,n01978455,1,0.9438899755477905,0.6019220352172852,567.347917240113,2.018976944387212,True,early_exit_first_pass=vit_b_16,1.0,0.9,adaptive
36,REQ-00053,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",black_grouse,n01795545,1,1.0,41.193918228149414,41159.677292220294,2.5561546257983996,True,mode_s_executed,1.8,0.8288888888888889,adaptive
36,REQ-00035,power_of_two_choices,"['vit_b_16', 'resnet34', 'resnet18']","['vit_b_16', 'resnet34']",hermit_crab,n01986214,1,1.0,46.733070850372314,46643.01654230803,2.368983174854759,True,"early_exit_aggregate_pass_after_first_batch=['vit_b_16', 'resnet34']",1.2,0.8822222222222222,adaptive
36,REQ-00053,sequential,"['vit_b_16', 'resnet50', 'mobilenet_v3_small']",['vit_b_16'],indigo_bunting,n01537544,1,0.901160478591919,0.4820840358734131,462.42470806464553,1.90889939641218,True,early_exit_first_pass=vit_b_16,1.0,0.9,adaptive
37,REQ-00051,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",sidewinder,n01753488,0,0.5512814932906095,41.91748523712158,41635.59883274138,2.5237318211407294,True,mode_s_executed,1.6,0.8466666666666667,adaptive
37,REQ-00034,power_of_two_choices,"['vit_b_16', 'resnet34', 'resnet18']","['vit_b_16', 'resnet34']",black_grouse,n01795545,1,1.0,46.82135081291199,46797.789209056646,2.328977389441926,True,"early_exit_aggregate_pass_after_first_batch=['vit_b_16', 'resnet34']",1.0,0.9,adaptive
37,REQ-00031,sequential,"['resnet34', 'resnet101', 'resnet50']",['resnet34'],drake,n01847000,1,0.781158983707428,16.53282594680786,16363.151833880693,0.8021990038100222,True,deadline_stop_before_resnet101,2.6,0.7577777777777778,adaptive
38,REQ-00055,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",conch,n01943899,1,1.0,42.6624960899353,42617.49899992719,2.527158633059409,True,mode_s_executed,2.2,0.7933333333333333,adaptive
38,REQ-00032,power_of_two_choices,"['vit_b_16', 'resnet34', 'resnet18']","['vit_b_16', 'resnet34']",spotted_salamander,n01632458,1,1.0,50.56640601158142,50541.88616666943,2.7962768950949353,True,"early_exit_aggregate_pass_after_first_batch=['vit_b_16', 'resnet34']",1.2,0.8822222222222222,adaptive
38,REQ-00030,sequential,"['resnet34', 'resnet101', 'resnet50']",['resnet34'],hognose_snake,n01729322,1,0.6627785563468933,16.88449215888977,16745.487082749605,0.8021990038100206,True,deadline_stop_before_resnet101,2.6,0.7577777777777778,adaptive
39,REQ-00017,mode_s,"['vit_b_16', 'resnet101', 'resnet34']","['vit_b_16', 'resnet101', 'resnet34']",green_snake,n01729977,1,1.0,63.598588943481445,63494.54116681591,3.209063977240633,True,mode_s_executed,1.4,0.8644444444444445,adaptive
39,REQ-00038,power_of_two_choices,"['resnet101', 'resnet34', 'resnet18']","['resnet101', 'resnet34']",hog,n01883070,0,0.5060060398914605,42.63940787315369,42617.82566597685,2.879191397980904,True,deadline_stop_before_resnet18,0.6,0.9,adaptive
39,REQ-00033,sequential,"['resnet50', 'resnet34', 'resnet101']",['resnet50'],spiny_lobster,n01984695,1,0.9824573397636414,17.800147771835327,17768.157582730055,1.013464664587104,True,early_exit_first_pass=resnet50,2.2,0.7933333333333333,adaptive
40,REQ-00054,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",agama,n01687978,1,1.0,44.38736391067505,44293.59337501228,2.5109472307305745,True,mode_s_executed,2.0,0.8111111111111111,adaptive
40,REQ-00036,power_of_two_choices,"['vit_b_16', 'resnet34', 'resnet18']","['vit_b_16', 'resnet34']",wallaby,n01877812,1,1.0,52.46855902671814,52440.25995908305,2.4248090541454266,True,"early_exit_aggregate_pass_after_first_batch=['vit_b_16', 'resnet34']",1.2,0.8822222222222222,adaptive
40,REQ-00035,sequential,"['resnet50', 'resnet34', 'mobilenet_v3_small']",['resnet50'],diamondback,n01755581,1,0.9992719292640686,16.953886032104492,16929.3377911672,1.043347585294838,True,early_exit_first_pass=resnet50,2.0,0.8111111111111111,adaptive
41,REQ-00059,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",nematode,n01930112,1,1.0,40.567554235458374,40549.34179177508,2.407747850184768,True,mode_s_executed,1.8,0.8288888888888889,adaptive
41,REQ-00041,power_of_two_choices,"['resnet101', 'resnet34', 'resnet18']",['resnet34'],lorikeet,n01820546,1,0.9106374979019165,44.35711693763733,44335.81108273938,3.1259910661870727,True,early_exit_first_finished_pass=resnet34,1.0,0.9,adaptive
41,REQ-00036,sequential,"['resnet50', 'resnet34', 'mobilenet_v3_small']",['resnet50'],rock_crab,n01978455,1,0.6266074776649475,16.393386125564575,16380.878708790988,1.0511889674479522,True,deadline_stop_before_resnet34,1.6,0.8466666666666667,adaptive
42,REQ-00018,mode_s,"['vit_b_16', 'resnet101', 'resnet34']","['vit_b_16', 'resnet101', 'resnet34']",peacock,n01806143,1,1.0,65.1804461479187,65163.94287487492,3.4362145485616686,True,mode_s_executed,1.4,0.8644444444444445,adaptive
42,REQ-00040,power_of_two_choices,"['resnet101', 'resnet34', 'resnet18']",['resnet34'],dungeness_crab,n01978287,1,0.9290065765380859,47.29762101173401,47272.755624726415,3.1000905872245093,True,early_exit_first_finished_pass=resnet34,0.8,0.9,adaptive
42,REQ-00040,sequential,"['resnet50', 'vit_b_16', 'mobilenet_v3_small']",['resnet50'],barn_spider,n01773549,1,0.5950301885604858,14.413057088851929,14355.287624988705,2.047300030467112,True,deadline_stop_before_vit_b_16,1.4,0.8644444444444445,adaptive
43,REQ-00057,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",scorpion,n01770393,1,0.8884876512001874,43.94915318489075,43919.76041579619,2.4367438429237582,True,mode_s_executed,2.0,0.8111111111111111,adaptive
43,REQ-00042,power_of_two_choices,"['resnet101', 'resnet34', 'resnet18']",['resnet34'],axolotl,n01632777,1,0.9993895292282104,42.31032395362854,42292.913750279695,4.1257187369019075,True,early_exit_first_finished_pass=resnet34,0.4,0.9,adaptive
43,REQ-00041,sequential,"['resnet50', 'vit_b_16', 'mobilenet_v3_small']",['resnet50'],mud_turtle,n01667114,1,0.6418395638465881,15.672987937927246,15647.378582973033,2.116621267088284,True,deadline_stop_before_vit_b_16,1.4,0.8644444444444445,adaptive
44,REQ-00056,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",leatherback_turtle,n01665541,1,1.0,44.818021059036255,44792.2534593381,2.481951237991584,True,mode_s_executed,2.4,0.7755555555555556,adaptive
44,REQ-00043,power_of_two_choices,"['resnet101', 'resnet34', 'resnet18']",['resnet34'],bald_eagle,n01614925,1,0.9982824325561523,43.058706760406494,42997.53383407369,4.294282868255575,True,early_exit_first_finished_pass=resnet34,0.6,0.9,adaptive
44,REQ-00039,sequential,"['resnet50', 'mobilenet_v3_small', 'vit_b_16']",['resnet50'],mud_turtle,n01667114,1,0.5882741212844849,16.125890731811523,16089.136083144695,1.9576695694740671,True,deadline_stop_before_mobilenet_v3_small,1.2,0.8822222222222222,adaptive
45,REQ-00062,mode_s,"['resnet34', 'resnet18', 'mobilenet_v3_small']","['resnet34', 'resnet18', 'mobilenet_v3_small']",hummingbird,n01833805,1,1.0,37.933737993240356,37905.57958371937,4.74032901561749,True,mode_s_executed,0.6,0.9,adaptive
45,REQ-00047,power_of_two_choices,"['resnet34', 'resnet18', 'resnet101']","['resnet18', 'resnet34']",flatworm,n01950731,0,0.527742457426088,43.95340394973755,43935.377958696336,5.143902003199776,True,deadline_stop_before_resnet101,1.2,0.8822222222222222,adaptive
45,REQ-00037,sequential,"['resnet50', 'resnet34', 'mobilenet_v3_small']",['resnet50'],great_white_shark,n01484850,1,0.9992967844009399,21.09915018081665,21077.579458244145,1.0576046437550461,True,early_exit_first_pass=resnet50,1.8,0.8288888888888889,adaptive
46,REQ-00058,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",bald_eagle,n01614925,1,1.0,45.53524208068848,45511.00887497887,2.4529552452525936,True,mode_s_executed,2.2,0.7933333333333333,adaptive
46,REQ-00048,power_of_two_choices,"['resnet34', 'resnet18', 'resnet101']","['resnet34', 'resnet18']",loggerhead,n01664065,1,1.0,44.01421809196472,43937.52933293581,5.25884699164672,True,"early_exit_aggregate_pass_after_first_batch=['resnet34', 'resnet18']",1.4,0.8644444444444445,adaptive
46,REQ-00042,sequential,"['resnet50', 'vit_b_16', 'mobilenet_v3_small']",['resnet50'],green_lizard,n01693334,1,0.8852230310440063,18.975268125534058,18928.139249794185,2.174388964272594,True,deadline_stop_before_vit_b_16,1.6,0.8466666666666667,adaptive
47,REQ-00060,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",american_alligator,n01698640,1,0.7588093648128847,43.64484119415283,43567.365542054176,2.2719518803459886,True,mode_s_executed,1.0,0.9,adaptive
47,REQ-00045,power_of_two_choices,"['resnet101', 'resnet34', 'resnet18']",['resnet34'],black_widow,n01774384,1,0.9578279256820679,47.32577586174011,47302.91508324444,4.590856619346114,True,early_exit_first_finished_pass=resnet34,1.0,0.9,adaptive
47,REQ-00038,sequential,"['resnet50', 'mobilenet_v3_small', 'vit_b_16']",['resnet50'],agama,n01687978,1,0.9999258518218994,21.644407033920288,21319.01437509805,1.1680989223186937,True,early_exit_first_pass=resnet50,1.4,0.8644444444444445,adaptive
48,REQ-00061,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",wallaby,n01877812,1,1.0,43.042377948760986,42978.10429194942,2.230180249435272,True,mode_s_executed,1.0,0.9,adaptive
48,REQ-00046,power_of_two_choices,"['resnet101', 'resnet34', 'resnet18']",['resnet34'],white_stork,n02002556,1,0.9980806112289429,46.46860313415527,46448.81012476981,4.666333115923364,True,early_exit_first_finished_pass=resnet34,1.2,0.8822222222222222,adaptive
48,REQ-00045,sequential,"['vit_b_16', 'resnet50', 'mobilenet_v3_small']","['vit_b_16', 'resnet50']",tiger_shark,n01491361,1,1.0,19.726882696151733,19706.219875253737,2.160082784053076,True,early_exit_with_aggregation_at_resnet50,1.6,0.8466666666666667,adaptive
49,REQ-00064,mode_s,"['resnet34', 'resnet18', 'mobilenet_v3_small']","['resnet34', 'resnet18', 'mobilenet_v3_small']",indigo_bunting,n01537544,1,1.0,41.504449129104614,41484.32154208422,5.335049244541811,True,mode_s_executed,1.0,0.9,adaptive
49,REQ-00044,power_of_two_choices,"['resnet101', 'resnet34', 'resnet18']",['resnet34'],hen,n01514859,1,0.9818374514579773,47.752609968185425,47725.99941631779,4.422292487992447,True,early_exit_first_finished_pass=resnet34,0.8,0.9,adaptive
49,REQ-00049,sequential,"['vit_b_16', 'resnet50', 'mobilenet_v3_small']","['vit_b_16', 'resnet50']",hammerhead,n01494475,1,1.0,17.954428911209106,17932.779875118285,2.0295963142438476,True,deadline_stop_before_mobilenet_v3_small,2.2,0.7933333333333333,adaptive
50,REQ-00065,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",black_widow,n01774384,1,1.0,42.17564392089844,42149.39733268693,2.773203572551522,True,mode_s_executed,1.2,0.8822222222222222,adaptive
50,REQ-00050,power_of_two_choices,"['resnet34', 'resnet18', 'resnet101']","['resnet18', 'resnet34']",goose,n02018207,0,1.0,49.076111793518066,49056.001792196184,4.875149820228707,True,"early_exit_aggregate_pass_after_first_batch=['resnet18', 'resnet34']",1.8,0.8288888888888889,adaptive
50,REQ-00069,sequential,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']","['vit_b_16', 'resnet101']",ptarmigan,n01796340,1,1.0,2.5081751346588135,2476.3727909885347,3.210022383362905,True,early_exit_with_aggregation_at_resnet101,1.4,0.8644444444444445,adaptive
51,REQ-00066,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",goldfinch,n01531178,1,1.0,42.420164823532104,42395.55791625753,2.813900116769485,True,mode_s_executed,1.2,0.8822222222222222,adaptive
51,REQ-00051,power_of_two_choices,"['resnet34', 'resnet18', 'resnet101']",['resnet18'],tench,n01440764,1,0.9986384510993958,48.525646924972534,48502.34862463549,4.987359896418728,True,early_exit_first_finished_pass=resnet18,1.2,0.8822222222222222,adaptive
51,REQ-00043,sequential,"['resnet50', 'vit_b_16', 'mobilenet_v3_small']",['resnet50'],dungeness_crab,n01978287,1,0.8651798367500305,22.871613025665283,22851.91991692409,2.275754420911782,True,deadline_stop_before_vit_b_16,1.6,0.8466666666666667,adaptive
52,REQ-00063,mode_s,"['resnet34', 'resnet18', 'mobilenet_v3_small']","['resnet34', 'resnet18', 'mobilenet_v3_small']",green_mamba,n01749939,1,1.0,44.279428005218506,44195.2941250056,5.037689130079651,True,mode_s_executed,0.8,0.9,adaptive
52,REQ-00053,power_of_two_choices,"['resnet34', 'resnet18', 'resnet101']","['resnet18', 'resnet34']",african_crocodile,n01978455,0,0.8242150659137208,49.3112850189209,49287.52474999055,4.641924575625139,True,deadline_stop_before_resnet101,1.4,0.8644444444444445,adaptive
52,REQ-00071,sequential,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']","['vit_b_16', 'resnet101']",great_grey_owl,n01622779,1,1.0,0.9022178649902344,887.2288330458105,3.0658300703061765,True,early_exit_with_aggregation_at_resnet101,0.8,0.9,adaptive
53,REQ-00019,mode_s,"['vit_b_16', 'resnet101', 'resnet34']","['vit_b_16', 'resnet101', 'resnet34']",boa_constrictor,n01742172,1,0.7053091655670265,74.85338687896729,74767.22583314404,3.6633651198827044,True,mode_s_executed,1.6,0.8466666666666667,adaptive
53,REQ-00049,power_of_two_choices,"['resnet101', 'resnet18', 'mobilenet_v3_small']","['resnet18', 'resnet101']",horned_viper,n01756291,0,1.0,55.04112720489502,55020.48491733149,5.385621395378754,True,"early_exit_aggregate_pass_after_first_batch=['resnet18', 'resnet101']",1.6,0.8466666666666667,adaptive
53,REQ-00047,sequential,"['vit_b_16', 'resnet50', 'mobilenet_v3_small']","['vit_b_16', 'resnet50']",black_and_gold_garden_spider,n01773157,1,1.0,21.936426162719727,21918.92374958843,2.0593027376657034,True,deadline_stop_before_mobilenet_v3_small,2.0,0.8111111111111111,adaptive
54,REQ-00020,mode_s,"['vit_b_16', 'resnet101', 'resnet34']","['vit_b_16', 'resnet101', 'resnet34']",barn_spider,n01773549,1,1.0,74.1977961063385,74174.42812491208,3.89051569120374,True,mode_s_executed,1.6,0.8466666666666667,adaptive
54,REQ-00054,power_of_two_choices,"['resnet34', 'resnet18', 'mobilenet_v3_small']",['resnet18'],water_ouzel,n01601694,1,0.9991102814674377,49.44908785820007,49278.518999926746,4.170214139069497,True,early_exit_first_finished_pass=resnet18,0.8,0.9,adaptive
54,REQ-00058,sequential,"['mobilenet_v3_small', 'resnet18', 'resnet101']",['mobilenet_v3_small'],mud_turtle,n01667114,1,0.6105866432189941,13.94103479385376,13698.142291046679,3.559129813472422,True,deadline_stop_before_resnet18,1.4,0.8644444444444445,adaptive
55,REQ-00069,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",scorpion,n01770393,1,1.0,43.216917991638184,43041.94362508133,3.181536878153398,True,mode_s_executed,1.6,0.8466666666666667,adaptive
55,REQ-00052,power_of_two_choices,"['resnet34', 'resnet18', 'resnet101']","['resnet18', 'resnet34']",hognose_snake,n01729322,1,1.0,52.13924503326416,52113.640250172466,4.526979587178195,True,"early_exit_aggregate_pass_after_first_batch=['resnet18', 'resnet34']",1.2,0.8822222222222222,adaptive
55,REQ-00059,sequential,"['mobilenet_v3_small', 'resnet18', 'resnet101']",['mobilenet_v3_small'],diamondback,n01755581,1,0.29043900966644287,13.617073059082031,13601.212917361408,3.5678092179926684,True,deadline_stop_before_resnet18,1.4,0.8644444444444445,adaptive
56,REQ-00021,mode_s,"['vit_b_16', 'resnet101', 'resnet34']","['vit_b_16', 'resnet101', 'resnet34']",albatross,n02058221,1,0.6563149390423082,76.155592918396,76127.11891718209,4.117666262524776,True,mode_s_executed,1.8,0.8288888888888889,adaptive
56,REQ-00055,power_of_two_choices,"['resnet18', 'resnet101', 'resnet50']","['resnet101', 'resnet18']",wallaby,n01877812,1,1.0,49.27832913398743,49263.48958397284,3.8849142375344585,True,"early_exit_aggregate_pass_after_first_batch=['resnet101', 'resnet18']",1.0,0.9,adaptive
56,REQ-00072,sequential,"['vit_b_16', 'resnet101', 'mobilenet_v3_small']","['vit_b_16', 'resnet101']",agama,n01687978,1,1.0,1.653874158859253,1637.6697081141174,2.7989234999881587,True,early_exit_with_aggregation_at_resnet101,1.0,0.9,adaptive
57,REQ-00067,mode_s,"['resnet34', 'resnet18', 'mobilenet_v3_small']","['resnet34', 'resnet18', 'mobilenet_v3_small']",horned_viper,n01756291,0,0.7054579423478143,46.09907913208008,46073.88170808554,5.124324756320801,True,mode_s_executed,1.2,0.8822222222222222,adaptive
57,REQ-00056,power_of_two_choices,"['resnet18', 'resnet101', 'resnet50']",['resnet18'],komodo_dragon,n01695060,1,0.9332034587860107,48.61205196380615,48596.08716703951,3.9353924283797928,True,early_exit_first_finished_pass=resnet18,0.8,0.9,adaptive
57,REQ-00044,sequential,"['vit_b_16', 'resnet50', 'mobilenet_v3_small']","['vit_b_16', 'resnet50']",garter_snake,n01735189,1,1.0,25.175447940826416,25153.473666869104,2.313367852969502,True,deadline_stop_before_mobilenet_v3_small,1.6,0.8466666666666667,adaptive
58,REQ-00068,mode_s,"['resnet34', 'resnet18', 'mobilenet_v3_small']","['resnet34', 'resnet18', 'mobilenet_v3_small']",green_snake,n01729977,1,1.0,46.41645383834839,46331.27445820719,5.941345917871985,True,mode_s_executed,1.4,0.8644444444444445,adaptive
58,REQ-00059,power_of_two_choices,"['resnet18', 'resnet50', 'resnet101']",['resnet18'],sea_lion,n02077923,1,0.9953227639198303,48.38819408416748,48227.708250284195,3.9901541971348404,True,early_exit_first_finished_pass=resnet18,1.2,0.8822222222222222,adaptive
58,REQ-00054,sequential,"['vit_b_16', 'mobilenet_v3_small', 'resnet18']","['vit_b_16', 'mobilenet_v3_small']",boa_constrictor,n01742172,1,1.0,16.601111888885498,16567.010916769505,1.9162338866283013,True,early_exit_with_aggregation_at_mobilenet_v3_small,0.6,0.9,adaptive
59,REQ-00071,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",black_and_gold_garden_spider,n01773157,1,1.0,45.844249963760376,45590.99470824003,3.236067440171787,True,mode_s_executed,1.6,0.8466666666666667,adaptive
59,REQ-00061,power_of_two_choices,"['resnet18', 'resnet101', 'resnet50']",['resnet18'],hummingbird,n01833805,1,0.9991938471794128,48.694324016571045,48662.9694593139,4.29779502925929,True,early_exit_first_finished_pass=resnet18,1.2,0.8822222222222222,adaptive
59,REQ-00055,sequential,"['vit_b_16', 'mobilenet_v3_small', 'resnet18']","['vit_b_16', 'mobilenet_v3_small']",water_ouzel,n01601694,1,1.0,17.408704042434692,17326.281832996756,1.9162338866283013,True,early_exit_with_aggregation_at_mobilenet_v3_small,0.8,0.9,adaptive
60,REQ-00070,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",snail,n01944390,1,1.0,47.389808177948,47330.75624983758,3.236067440171787,True,mode_s_executed,1.4,0.8644444444444445,adaptive
60,REQ-00057,power_of_two_choices,"['resnet18', 'resnet101', 'resnet50']","['resnet18', 'resnet101']",snail,n01944390,1,1.0,51.5041229724884,51467.335749883205,3.8488263525588966,True,"early_exit_aggregate_pass_after_first_batch=['resnet18', 'resnet101']",0.8,0.9,adaptive
60,REQ-00063,sequential,"['mobilenet_v3_small', 'resnet18', 'resnet101']",['mobilenet_v3_small'],spiny_lobster,n01985128,0,0.4017657935619354,13.75818920135498,13630.690499674529,3.598483354226985,True,deadline_stop_before_resnet18,2.0,0.8111111111111111,adaptive
61,REQ-00074,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",wolf_spider,n01775062,1,1.0,47.044762134552,45077.1669158712,3.737864692561021,True,mode_s_executed,1.4,0.8644444444444445,adaptive
61,REQ-00063,power_of_two_choices,"['resnet18', 'resnet101', 'resnet50']",['resnet18'],banded_gecko,n01675722,1,0.99803227186203,49.728596925735474,49683.3806252107,4.332560586390848,True,early_exit_first_finished_pass=resnet18,1.6,0.8466666666666667,adaptive
61,REQ-00048,sequential,"['vit_b_16', 'resnet50', 'mobilenet_v3_small']","['vit_b_16', 'resnet50']",crane,n02012849,1,1.0,26.780213117599487,26764.24429100007,2.0807650533031143,True,early_exit_with_aggregation_at_resnet50,2.2,0.7933333333333333,adaptive
62,REQ-00072,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",komodo_dragon,n01695060,1,1.0,47.61210489273071,46920.42770795524,3.737864692561021,True,mode_s_executed,1.4,0.8644444444444445,adaptive
62,REQ-00064,power_of_two_choices,"['resnet18', 'resnet50', 'resnet101']",['resnet50'],great_white_shark,n01484850,1,0.9557486772537231,49.69979691505432,49683.092083316296,4.420821235433422,True,early_exit_first_finished_pass=resnet50,1.8,0.8288888888888889,adaptive
62,REQ-00057,sequential,"['vit_b_16', 'mobilenet_v3_small', 'resnet18']","['vit_b_16', 'mobilenet_v3_small']",spiny_lobster,n01984695,1,1.0,18.96877884864807,18792.03570773825,1.9162338866283013,True,early_exit_with_aggregation_at_mobilenet_v3_small,1.2,0.8822222222222222,adaptive
63,REQ-00076,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",thunder_snake,n01728572,1,1.0,47.96849989891052,45079.5022090897,3.737864692561021,True,mode_s_executed,1.6,0.8466666666666667,adaptive
63,REQ-00065,power_of_two_choices,"['resnet18', 'resnet101', 'resnet50']",['resnet18'],lorikeet,n01820546,1,0.9750497937202454,52.33046102523804,52198.627959005535,4.758336643134989,True,early_exit_first_finished_pass=resnet18,2.0,0.8111111111111111,adaptive
63,REQ-00066,sequential,"['mobilenet_v3_small', 'resnet101', 'resnet18']",['mobilenet_v3_small'],sidewinder,n01756291,1,0.4680258631706238,13.020752906799316,12998.81241703406,3.8423663047293033,True,deadline_stop_before_resnet101,1.6,0.8466666666666667,adaptive
64,REQ-00022,mode_s,"['vit_b_16', 'resnet101', 'resnet34']","['vit_b_16', 'resnet101', 'resnet34']",ptarmigan,n01796340,1,1.0,81.51172089576721,81455.85924992338,4.344816833845812,True,mode_s_executed,1.8,0.8288888888888889,adaptive
64,REQ-00062,power_of_two_choices,"['resnet18', 'resnet101', 'resnet50']","['resnet18', 'resnet101']",sandbar,n01986214,0,0.6457267682006896,54.231780767440796,54137.182167265564,4.352935837652632,True,deadline_stop_before_resnet50,1.4,0.8644444444444445,adaptive
64,REQ-00067,sequential,"['mobilenet_v3_small', 'resnet101', 'resnet18']",['mobilenet_v3_small'],spoonbill,n02006656,1,0.9957866072654724,12.280756950378418,12242.258874699473,3.848697894876502,True,early_exit_first_pass=mobilenet_v3_small,1.6,0.8466666666666667,adaptive
65,REQ-00073,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",axolotl,n01632777,1,1.0,49.931792974472046,48599.892291240394,3.737864692561021,True,mode_s_executed,1.4,0.8644444444444445,adaptive
65,REQ-00058,power_of_two_choices,"['resnet18', 'resnet101', 'resnet50']","['resnet18', 'resnet101']",pelican,n02058221,0,0.5312306353814775,56.787461042404175,56772.859499789774,3.9039671609522384,True,deadline_stop_before_resnet50,1.0,0.9,adaptive
65,REQ-00061,sequential,"['vit_b_16', 'mobilenet_v3_small', 'resnet18']","['vit_b_16', 'mobilenet_v3_small']",thunder_snake,n01728572,1,1.0,16.259863138198853,16159.09279184416,2.2786872720683555,True,early_exit_with_aggregation_at_mobilenet_v3_small,1.6,0.8466666666666667,adaptive
66,REQ-00075,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",white_stork,n02002556,1,1.0,50.50348472595215,47948.63445824012,3.737864692561021,True,mode_s_executed,1.4,0.8644444444444445,adaptive
66,REQ-00060,power_of_two_choices,"['resnet18', 'resnet101', 'resnet50']","['resnet18', 'resnet101']",sidewinder,n01753488,0,0.5445999881354474,56.78469109535217,56637.191749643534,4.2842867457761935,True,deadline_stop_before_resnet50,1.4,0.8644444444444445,adaptive
66,REQ-00056,sequential,"['vit_b_16', 'mobilenet_v3_small', 'resnet18']","['vit_b_16', 'mobilenet_v3_small']",garter_snake,n01735189,1,1.0,19.541534900665283,19424.67658314854,1.9162338866283013,True,early_exit_with_aggregation_at_mobilenet_v3_small,1.0,0.9,adaptive
67,REQ-00077,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",pelican,n02051845,1,1.0,51.46881985664368,48974.97395938262,4.180509924703814,True,mode_s_executed,1.6,0.8466666666666667,adaptive
67,REQ-00066,power_of_two_choices,"['resnet18', 'resnet101', 'resnet50']","['resnet18', 'resnet101']",crayfish,n01985128,1,0.5684847269659676,61.082695960998535,60686.57925026491,4.698499624380218,True,deadline_stop_before_resnet50,2.2,0.7933333333333333,adaptive
67,REQ-00060,sequential,"['vit_b_16', 'mobilenet_v3_small', 'resnet18']","['vit_b_16', 'mobilenet_v3_small']",hammerhead,n01494475,1,1.0,17.50460195541382,17489.268167410046,2.245634285355467,True,deadline_stop_before_resnet18,1.4,0.8644444444444445,adaptive
68,REQ-00078,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",flamingo,n02007558,1,1.0,50.90480709075928,48679.34404080734,4.341356615232097,True,mode_s_executed,2.0,0.8111111111111111,adaptive
68,REQ-00050,sequential,"['vit_b_16', 'resnet50', 'mobilenet_v3_small']","['vit_b_16', 'resnet50']",limpkin,n02013706,1,1.0,27.13222312927246,27104.312249924988,2.1486804783805344,True,early_exit_with_aggregation_at_resnet50,1.6,0.8466666666666667,adaptive
69,REQ-00079,mode_s,"['resnet18', 'mobilenet_v3_small']","['resnet18', 'mobilenet_v3_small']",tailed_frog,n01644900,1,1.0,51.075581789016724,49064.35529189184,4.164298522374979,True,mode_s_executed,1.8,0.8288888888888889,adaptive
69,REQ-00064,sequential,"['mobilenet_v3_small', 'resnet18', 'resnet101']",['mobilenet_v3_small'],diamondback,n01755581,1,0.43642115592956543,17.51279902458191,17493.461375124753,3.606247750536112,True,deadline_stop_before_resnet18,2.0,0.8111111111111111,adaptive
